change_id,num_change,conqat,deckard,iclones,nicad5,simcad,simian
41191,9,0,0,0,1,0,0
41192,9,0,0,0,1,0,0
41193,4,0,0,0,1,0,0
41194,4,0,0,0,1,0,0
41195,4,0,0,0,1,0,0
41196,4,0,0,0,1,0,0
41197,4,0,0,0,1,0,0
41198,4,0,0,0,1,0,0
41199,4,0,0,0,1,0,0
41209,1,0,1,0,0,0,0
41211,1,0,1,0,0,0,0
41265,1,0,0,0,0,1,0
41266,1,0,0,0,0,1,0
41302,3,0,1,0,0,0,0
41303,1,0,1,0,0,0,0
41304,1,0,1,0,0,0,0
41305,2,0,1,0,0,0,0
41306,1,0,1,0,0,0,0
41307,1,0,1,0,0,0,0
41308,1,0,1,0,0,0,0
41320,2,0,1,0,0,0,0
41336,1,0,1,0,0,0,0
41344,1,0,0,0,0,0,1
41345,5,1,0,1,0,0,0.2
41346,5,1,0,1,0,0,0
41347,5,1,0,1,0,0,0
41348,5,1,0,1,0,0,0
41349,5,1,0,1,0,0,0
41354,5,0.6,0,0.6,0,0,0.8
41355,3,1,0,1,0,0,0.67
41356,3,1,0,1,0,0,0
41361,1,0,0,0,0,0,1
41362,5,1,0,1,0,0,0.2
41363,5,1,0,1,0,0,0
41364,5,1,0,1,0,0,0
41365,5,1,0,1,0,0,0
41366,5,1,0,1,0,0,0
41367,3,1,0,1,0,0,0.67
41368,3,1,0,1,0,0,0.67
41369,3,1,0,1,0,0,0
41371,3,0.67,0,0,0.67,0,0.67
41372,2,1,0,0,1,0,0
41389,3,0.67,0,0,0.67,0,0.67
41390,2,1,0,0,1,0,0
41431,2,0,1,0,0,0,0
41432,2,0,1,0,0,0,0
41433,2,0,1,0,0,0,0
41444,1,1,0,0,0,0,0
41445,1,1,0,0,0,0,0
41447,1,0,1,0,0,0,0
41469,1,0,0,0,0,0,1
41470,1,0,0,0,0,0,1
41484,1,0,1,0,1,1,0
41485,1,0,1,0,0,0,0
41501,2,0,0,0,1,0,0
41502,2,0,0,0,1,0,0
41503,2,0,0,0,1,0,0
41504,2,0,0,0,1,0,0
41509,4,0,0,0,1,0,0
41518,3,0,0,0,1,0,0
41519,3,0,0,0,1,0,0
41520,4,0,0,0,1,0,0
41521,4,0,0,0,1,0,0
41560,1,1,0,0,0,0,0
41563,2,1,0,0,0,0,0
41565,1,1,0,0,0,0,0
41566,1,1,0,0,0,0,0
41567,1,1,0,0,0,0,0
41580,1,0,1,0,0,0,0
41609,2,1,0,1,1,0,0
41610,2,1,0,1,1,0,0
41611,2,1,0,1,1,0,0
41612,2,1,0,1,1,0,0
41637,2,0,0,0,1,0,0
41638,2,0,0,0,1,0,0
41639,2,0,0,0,1,0,0
41640,2,0,0,0,1,0,0
41668,2,0,0,0,1,0,0
41682,9,0,0,0,1,0,0
41693,8,0,0,0,1,0,0
41694,8,0,0,0,1,0,0
41695,3,1,0,0,0,0,0
41696,1,0,0,0,1,0,0
41697,10,0,0,0,1,0,0
41698,9,0,0,0,1,0,0
41699,12,0.25,0,0,0.75,0,0
41701,2,1,0,0,0,0,0
41702,2,1,0,0,0,0,0
41704,8,0,0,0,1,0,0
41705,8,0,0,0,1,0,0
41706,8,0,0,0,1,0,0
41707,8,0,0,0,1,0,0
41709,1,0,0,0,1,0,0
41710,1,0,0,0,1,0,0
41726,7,0,0,0,1,0,0
41727,7,0,0,0,1,0,0
41728,7,0,0,0,1,0,0
41729,2,1,0,0,0,0,0
41730,7,0,0,0,1,0,0
41731,1,1,0,0,0,0,0
41732,1,1,0,0,0,0,0
41733,5,0,0,0,1,0,0
41734,5,0,0,0,1,0,0
41735,5,0,0,0,1,0,0
41737,7,0,0,0,1,0,0
41738,4,1,0,0,0.75,0,0.75
41739,2,0,0,0,1,0,1
41740,4,1,0,0,0,0,0
41743,4,1,0,0,0.75,0,0.75
41744,3,0.67,0,0.67,1,0,1
41748,4,1,0,0,0.75,0,0.75
41749,2,1,0,0.5,0.5,0,0.5
41750,4,1,0,0,0.75,0,0.75
41751,3,0.67,0,0.33,0.67,0,0.67
41753,3,1,0,0,1,0,1
41756,2,1,0,0,0,0,1
41757,3,1,0,0,1,0,1
41758,4,0.5,0,0.5,1,0,0.5
41759,4,0.5,0,0.5,1,0,0.5
41763,3,1,0,0,1,0,1
41764,4,0.5,0,0.25,0.5,0,0.5
41765,2,1,0,1,1,0,1
41766,2,1,0,1,1,0,1
41767,2,0,0,0,1,0,0
41768,3,1,0,0,1,0,1
41769,2,1,0,0.5,0,0,1
41770,4,0,0,0,1,0,0
41771,4,0,0,0,1,0,0
41772,4,0,0,0,1,0,0
41775,4,0.25,0,0.25,1,0,0
41776,4,0.25,0,0.25,1,0,0
41782,2,0,0,0,1,0,0
41783,2,0,0,0,1,0,0
41784,2,0,0,0,1,0,0
41785,2,0,0,0,1,0,0
41827,1,1,0,0,0,0,0
41829,1,1,0,0,0,0,0
41880,6,0,0,0,0,0,1
41883,2,0,0,0,0,0,1
41885,2,0,0,0,0,0,1
41887,6,0,0,0,0,0,1
41888,2,0,0,0,0,0,1
41890,6,0,0,0,0,0,1
41892,6,0,0,0,0,0,1
41894,6,0,0,0,0,0,1
41896,6,0,0,0,0,0,1
41898,6,0,0,0,0,0,1
41923,4,0,0,0,1,0,0
41924,4,0,0,0,1,0,0
41938,4,0,0,0,1,0,0
41939,4,0,0,0,1,0,0
41940,5,0,0,0,1,0,0
41950,1,0,0,0,0,1,0
41951,5,0,0,0,1,0,0
41961,1,1,1,0,0,0,0
41962,1,1,1,0,0,0,0
42026,1,0,0,0,0,1,0
42032,1,0,1,0,0,0,0
42033,1,0,1,0,0,0,0
42034,1,0,1,0,0,0,0
42038,1,0,1,0,0,0,0
42044,3,0,1,0,0,0,0
42083,1,0,0,0,1,0,0
42084,1,0,0,0,1,0,0
42087,2,0,0,0,1,0,0
42096,4,0,0,0,1,0,0
42097,4,0,0,0,1,0,0
42098,5,0,0,0,1,0,0
42103,3,0,0,0,1,0,0
42104,3,0,0,0,1,0,0
42105,3,0,0,0,1,0,0
42109,1,0,0,0,1,0,0
42110,1,0,0,0,1,0,0
42122,2,0,0,0,1,0,0
42123,2,0,0,0,1,0,0
42125,2,0,0,0,1,0,0
42150,12,0,0,0,1,0,0
42151,13,0.08,0,0.31,0.92,0,0
42152,7,0,0,0,1,0,0
42153,12,0,0,0,1,0,0
42154,12,0.33,0,0.08,1,0,0
42155,10,0.4,0,0.1,0.7,0,0
42156,14,0.29,0,0.07,0.93,0,0
42157,13,0.31,0,0.08,0.92,0,0
42158,12,0,0,0,1,0,0
42159,14,0,0,0,1,0,0
42160,14,0.07,0,0,1,0,0
42161,14,0,0,0,1,0,0
42162,14,0,0,0,1,0,0
42163,15,0.27,0,0,1,0,0
42164,14,0.29,0,0,1,0,0
42165,14,0,0,0,1,0,0
42184,1,0,0,0,1,0,0
42185,1,0,0,0,1,0,0
42202,3,0,1,0,0,0,0
42203,3,0,1,0,0,0,0
42204,3,0,1,0,0,0,0
42205,4,0,1,0,0,0,0
42208,3,0,1,0,0,0,0
533,1963,0.23,0.28,0.12,0.49,0.08,0.16
